! (disambiguation)
!!
" (disambiguation)
16th district
16th Division
16th Group
16th Madras Native Infantry
16th meridian
16th New Brunswick general election
16th Nova Scotia general election
16th parallel
16th Reconnaissance Squadron (disambiguation)
16th Regiment
16th Street (disambiguation)
16th Street Bridge
16th Wing
17 (disambiguation)
17 Again
17 Days
17 Songs
17 Squadron
1700s
1700s BC (disambiguation)
1701 (disambiguation)
170th meridian
170th Street
171st meridian
172 (disambiguation)
172nd Infantry Brigade
172nd meridian
173rd meridian
174th Brigade
174th meridian
174th Street
1755 earthquake
175th meridian
175th Street
176th meridian
1770 (disambiguation)
1776 (disambiguation)
177th meridian
178th meridian
1792 election
1796 election
179th meridian
17M
17P
17th Arkansas Infantry
17th Army
17th Avenue
17th Brigade
17th Central Committee
17th Division
17th Infantry Battalion
17th meridian
17th New Brunswick general election
17th Nova Scotia general election
17th parallel
17th Party Congress
17th Reconnaissance Squadron (disambiguation)
17th Regiment
17th Regiment of Light Dragoons
17th Street
18 (disambiguation)
18 Greatest Hits
18 Songs
18 Squadron
18 wheeler (disambiguation)
180 (disambiguation)
1800 (disambiguation)
1800 series
1800s
1802 (disambiguation)
1806-20
180th Street
180°
1812 (disambiguation)
1812 earthquake
1812 election
1816 election
181st Street (disambiguation)
1820 election
1824 (disambiguation)
1824 election
1832 election
1836 election
183rd Street
1848 convention
1848 elections
184th
184th Division
1852 elections
1856 elections
1857 earthquake
185th
185th Brigade
1862 (disambiguation)
1868 election
1869 (disambiguation)
1872 election
188th Brigade
189 Squadron
1892 V
1895 general election
189th
18A (disambiguation)
18p
18S
18th Arkansas Infantry Regiment
18th Army
18th Artillery Division
18th Avenue
18th Battalion
18th Brigade
18th Central Committee
18th Congress
18th Cruiser Division
18th Division
18th Dragoons
18th meridian
18th New Brunswick general election
18th Nova Scotia general election
18th parallel
18th Reconnaissance Squadron (disambiguation)
18th Regiment
18th Street
19 (disambiguation)
19 Mayıs Stadium
19 Squadron
190 (disambiguation)
1900 (disambiguation)
1900s
1906 (disambiguation)
1906 earthquake
1906 film
1906 Florida hurricane
190th
191 (disambiguation)
1911 (disambiguation)
1911 heat wave
1911–12 Ashes series
1913 European Championship
1919 (disambiguation)
1919 legislative election
1919 revolution
191st
192 (disambiguation)
1920 presidential election
1920x1080
1921–22 Italian Football Championship
1922 legislative election
1923 Air Union Farman Goliath crash
1923 Uruguayan Primera División
1924 Olympics
1924 Uruguayan Primera División
1926 Air Union Blériot 155 crash
1927 renumbering
1928 legislative election
1928 Olympics
1929 in the arts
1929 world leaders
192nd
193 (disambiguation)
1930 Academy Awards
1931 Census
1931 earthquake
1931 general election
1932 Olympics
1932 presidential election
1933 earthquake
1933 Imperial Airways crash
1933 World Table Tennis Championships
1934 Academy Awards
1935 Academy Awards
1935 European Championship
1935 legislative election
1936 Academy Awards
1936 Olympics
1937 Academy Awards
1938 Academy Awards
1938 European Championship
1939 Academy Awards
193rd
194 (disambiguation)
1940 Academy Awards
1940 Olympics
1940 presidential election
1940s in fashion
1941 (disambiguation)
1941 Academy Awards
1942 (disambiguation)
1942 Academy Awards
1943 Academy Awards
1944 Academy Awards
1944 Olympics
1944 presidential election
1945 (disambiguation)
1945 Academy Awards
1946 Academy Awards
1947 Academy Awards
1947 legislative election
1947 partition
1948 Academy Awards
1948 in Palestine
1948 Olympics
1948 War
1949 Academy Awards
1949–50 Oberliga (disambiguation)
194th
194th Brigade
195 (disambiguation)
1950 Academy Awards
1950–51 Oberliga (disambiguation)
1951 Academy Awards
1951–52 Oberliga (disambiguation)
1952 (disambiguation)
1952 Academy Awards
1952 lunar eclipse
1952 Olympics
1952 presidential election
1952–53 Oberliga (disambiguation)
1953 Academy Awards
1953 Danish parliamentary election
1953 lunar eclipse
1953 Pequeña Copa del Mundo de Clubes
1953–54 Oberliga (disambiguation)
1954 Academy Awards
1954 Gator Bowl
1954 lunar eclipse
1954 World Cup
1954–55 Oberliga (disambiguation)
1955 Academy Awards
1955–56 Oberliga (disambiguation)
1956 Academy Awards
1956 lunar eclipse
1956 Olympics
1956 presidential election
1956–57 Oberliga (disambiguation)
1957 Academy Awards
1957 lunar eclipse
1957–58 Oberliga (disambiguation)
1958 (disambiguation)
1958 Academy Awards
1958 Sun Bowl
1958 Tangerine Bowl
1958–59 Oberliga (disambiguation)
1959 (disambiguation)
1959 Academy Awards
1959 Cadillac
1959 Major League Baseball All-Star Game
1959 South American Championship
1959–60 Oberliga (disambiguation)
195th
196 (disambiguation)
1960 Academy Awards
1960 Gator Bowl
1960 lunar eclipse
1960 Major League Baseball All-Star Game
1960 Olympics
1960 presidential election
1960 South African Grand Prix
1960 Tangerine Bowl
1960–61 Oberliga (disambiguation)
1961 (disambiguation)
1961 Academy Awards
1961 lunar eclipse
1961 Major League Baseball All-Star Game
1961–62 Oberliga (disambiguation)
1962 Academy Awards
1962 Major League Baseball All-Star Game
1962–63 Oberliga (disambiguation)
1963 (disambiguation)
1963 Academy Awards
1963 lunar eclipse
1964 (disambiguation)
1964 Academy Awards
1964 lunar eclipse
1964 Olympics
1964 presidential election
1965 Academy Awards
1965 Gator Bowl
1966 Academy Awards
1966 and All That
1966 Cotton Bowl Classic
1967 Academy Awards
1967 lunar eclipse
1967 riots
1967 war
1968 Academy Awards
1968 lunar eclipse
1968 Olympics
1968 presidential election
1968 riots
1968 U.S. Open
1969 (disambiguation)
1969 Academy Awards
1969 Georgia 500
1969 hurricane season
1969 Scottish League Cup Final
1969 U.S. Open
196th
1970 (disambiguation)
1970 Academy Awards
1970 hurricane season
1970 lunar eclipse
1970 U.S. Open
1970 World Cup
1971 (disambiguation)
1971 Academy Awards
1971 earthquake
1971 Gator Bowl
1971 lunar eclipse
1971 Surgut Aeroflot Antonov An-12 crash
1971 U.S. Open
1971 war
1972 Academy Awards
1972 Grand Final
1972 hurricane season
1972 Olympics
1972 presidential election
1972 Sugar Bowl
1972 U.S. Open
1973 (disambiguation)
1973 Academy Awards
1973 Constitution
1973 coup d'état
1973 hurricane season
1973 U.S. Open
1974 Academy Awards
1974 hurricane season
1974 U.S. Open
1974–75 Oberliga (disambiguation)
1975 Academy Awards
1975 European Championship
1975 hurricane season
1975 lunar eclipse
1975 U.S. Open
1975 World Cup
1975–76 Gillette Cup
1975–76 Oberliga (disambiguation)
1976 Academy Awards
1976 earthquake
1976 hurricane season
1976 Olympics
1976 Paralympics
1976 presidential election
1976 U.S. Open
1977 (disambiguation)
1977 Academy Awards
1977 ATP Buenos Aires
1977 Australian Open
1977 Australian Open – Men's Singles
1977 Australian Open – Women's Singles
1977 European Championship
1977 general election
1977 hurricane season
1977 Sun Bowl
1977 U.S. Open
1978 Academy Awards
1978 European Championship
1978 hurricane season
1978 lunar eclipse
1978 U.S. Open
1979 Academy Awards
1979 Champ Car season
1979 economic reform
1979 European Championship
1979 general election
1979 hurricane season
1979 referendum
1979 Scottish League Cup Final
1979 U.S. Open
197th
1980 (disambiguation)
1980 Academy Awards
1980 Champ Car season
1980 college football season
1980 Emmy Awards
1980 European Championship
1980 hurricane season
1980 Olympics
1980 Paralympics
1980 President's Cup
1980 presidential election
1980 U.S. Open
1981 (disambiguation)
1981 Academy Awards
1981 Champ Car season
1981 college football season
1981 European Championship
1981 hurricane season
1981 Peach Bowl
1981 President's Cup
1981 riots
1981 U.S. Open
1982 (disambiguation)
1982 Academy Awards
1982 Champ Car season
1982 college football season
1982 hurricane season
1982 lunar eclipse
1982 President's Cup
1982 U.S. Open
1982–1992
1982–2000
1983 (disambiguation)
1983 Academy Awards
1983 Champ Car season
1983 college football season
1983 hurricane season
1983 NCAA football bowl games
1983 U.S. Open
1983 United States Grand Prix
1984 (disambiguation)
1984 Academy Awards
1984 Champ Car season
1984 college football season
1984 hurricane season
1984 Olympics
1984 Paralympics
1984 presidential election
1984 U.S. Open
1984 United States Grand Prix
1985 (disambiguation)
1985 Academy Awards
1985 Champ Car season
1985 college football season
1985 hurricane season
1985 lunar eclipse
1985 U.S. Open
1986 Academy Awards
1986 Ashes series
1986 Champ Car season
1986 college football season
1986 hurricane season
1986 lunar eclipse
1986 U.S. Open
1987 (disambiguation)
1987 Academy Awards
1987 Champ Car season
1987 college football season
1987 earthquake
1987 general election
1987 hurricane season
1987 U.S. Open
1987 World Cup
1988 Academy Awards
1988 Buenos Aires Grand Prix
1988 Champ Car season
1988 college football season
1988 hurricane season
1988 lunar eclipse
1988 Olympics
1988 Paralympics
1988 Peach Bowl
1988 presidential election
1988 U.S. Open
1989 (disambiguation)
1989 Academy Awards
1989 Champ Car season
1989 college football season
1989 Gator Bowl
1989 general election
1989 hurricane season
1989 lunar eclipse
1989 Panasonic Cup
1989 U.S. Open
198th
1990 (disambiguation)
1990 Academy Awards
1990 Champ Car season
1990 college football season
1990 hurricane season
1990 U.S. Open
1990 World Cup (disambiguation)
1990 World Ice Hockey Championships
1990–2009 in fashion
1991 (disambiguation)
1991 Academy Awards
1991 Champ Car season
1991 college football season
1991 Gator Bowl
1991 hurricane season
1991 U.S. Open
1991 World Cup
1991 World Ice Hockey Championships
1992 Academy Awards
1992 Champ Car season
1992 college football season
1992 hurricane season
1992 Olympics
1992 Pacific Cup
1992 Paralympics
1992 presidential election
1992 U.S. Open
1992 World Cup
1992 World Ice Hockey Championships
1993 Academy Awards
1993 Champ Car season
1993 college football season
1993 hurricane season
1993 lunar eclipse
1993 Peach Bowl
1993 Russian referendum
1993 U.S. Open
1993 World Ice Hockey Championships
1994 (disambiguation)
1994 Academy Awards
1994 Champ Car season
1994 college football season
1994 Giants season
1994 hurricane season
1994 U.S. Open
1994 World Championships
1994 World Cup (disambiguation)
1994 World Ice Hockey Championships
1995 (disambiguation)
1995 Academy Awards
1995 Carquest Bowl
1995 Champ Car season
1995 college football season
1995 Emmy Awards
1995 hurricane season
1995 Peach Bowl
1995 Sugar Bowl
1995 U.S. Open
1995 World Cup
1995 World Ice Hockey Championships
1996 (disambiguation)
1996 Academy Awards
1996 college football season
1996 European Championship
1996 hurricane season
1996 lunar eclipse
1996 Orange Bowl
1996 presidential election
1996 U.S. Open
1996 World Ice Hockey Championships
1996–97 Southern Hemisphere tropical cyclone season
1997 Academy Awards
1997 college football season
1997 crash
1997 devolution referendum
1997 Fiesta Bowl
1997 general election
1997 hurricane season
1997 Iran earthquake
1997 Super League season
1997 U.S. Open
1997 World Ice Hockey Championships
1997–98 Southern Hemisphere tropical cyclone season
1998 (disambiguation)
1998 Academy Awards
1998 Afghanistan earthquake
1998 college football season
1998 financial collapse
1998 hurricane season
1998 Peach Bowl
1998 U.S. Open
1998 World Championships
1998 World Cup (disambiguation)
1998 World Ice Hockey Championships
1998–99 Southern Hemisphere tropical cyclone season
1999 (disambiguation)
1999 Academy Awards
1999 Census
1999 college football season
1999 Emmy Awards
1999 hurricane season
1999 U.S. Open
1999 World Championships
1999 World Cup
1999 World Ice Hockey Championships
1999–2000 Southern Hemisphere tropical cyclone season
199th
19th Arkansas Infantry
19th Army
19th Avenue
19th Battalion
19th Brigade
19th century (disambiguation)
19th Division
19th Group
19th meridian
19th New Brunswick general election
19th Nova Scotia general election
19th parallel
19th Punjab Infantry
19th Reconnaissance Squadron (disambiguation)
19th Regiment
19th Street
1:1
1A
1AD
1B
1BC
1C (disambiguation)
1D
1DX
1E (disambiguation)
1F
1G (disambiguation)
User:1Greenjack1/Lindbergh Beacon (disambiguation)
1H
1I
1J
1K
1L
1M
1N
1O
1P
1Q
1R
1S
1st & Ten
1st Airborne
1st Arkansas Cavalry Regiment
1st Armored
1st Armored Car Squadron
1st Armoured Division
1st Armoured Regiment
1st Army Corps
1st Army Tank Brigade
1st arrondissement
1st Aviation Regiment
1st Baron Redesdale
1st Bombay Native Infantry
1st Brigade
1st Brigade Combat Team
1st Canadian Infantry Battalion
1st Cavalry
1st Central Committee
1st clan chief
1st Combat Engineer Regiment
1st Commando Brigade
1st Congress
1st Division
1st Division (United Kingdom) (disambiguation)
1st Duke of Buckingham
1st Duke of Lancaster
1st Earl of Clarendon
1st Earl of Orford
1st Earl of Suffolk
1st Earl Temple
1st Field Artillery Regiment
1st Foot Guards (disambiguation)
1st Front
1st Guards Army
1st Guards Brigade
1st Louisiana Native Guard
1st Madras Pioneers
1st Marine Brigade
1st meridian
1st Michigan Volunteer Infantry Regiment
1st Mountain Division
1st Mounted Brigade
1st New Brunswick general election
1st Nova Scotia general election
1st Panzer Division
1st Parachute Battalion
1st parallel
1st Reconnaissance Squadron (disambiguation)
1st Regiment
1st Signal Brigade
1st Viscount Hampden
1st Wing
1T
1TAF
1TV
1U
1up
1V
1W
1X
1Y
1Z
1º
2 (disambiguation)
2 A.M.
2 cents
2 Squadron
2 Train
2+1
2+2
2,4-DNP
2-bit
2-graph
2-lane expressway
2.
2.0
2.5
2.5D (disambiguation)
2/1st Welsh Border Brigade
2/2
2/4
2/8
20 (disambiguation)
20 Años
20 De Colección
20 Golden Greats
20 Greatest Hits
20 Inolvidables
20 kilometres
20 minutes
20 of the Best
20 Squadron
20 Years
20,000 Leagues Under the Sea (disambiguation)
200 (disambiguation)
200 series
2000 (disambiguation)
2000 Academy Awards
2000 AD
2000 Census
2000 college football season
2000 Continental Championships
$2,000
2000 Emmy Awards
2000 hurricane season
2000 presidential election
2000 series
2000 U.S. Open
2000 World Championships
2000 World Cup
2000 World Ice Hockey Championships
2000 World Junior Championships
2000–01 Southern Hemisphere tropical cyclone season
20000 series
2000s
2001 (disambiguation)
2001 Academy Awards
2001 Census
2001 college football season
2001 Continental Championships
2001 Emmy Awards
2001 England riots
2001 European Youth Olympic Festival
2001 hurricane season
2001 U.S. Open
2001 World Championships
2001 World Cup
2001 World Ice Hockey Championships
2001 World Junior Championships
2001–02 Southern Hemisphere tropical cyclone season
2001: A Space Odyssey (disambiguation)
2002 (disambiguation)
2002 Academy Awards
2002 college football season
2002 Continental Championships
2002 Emmy Awards
2002 FIVB World Championship
2002 hurricane season
2002 U.S. Open
2002 Western Conference Finals
2002 World Championships
2002 World Cup (disambiguation)
2002 World Ice Hockey Championships
2002 World Junior Championships
2002–03 Southern Hemisphere tropical cyclone season
2003 Academy Awards
2003 blackout
2003 college football season
2003 Continental Championships
2003 Emmy Awards
2003 European Youth Olympic Festival
2003 hurricane season
2003 Ice Hockey World Championships
2003 NCAA football bowl games
2003 U.S. Open
2003 World Championships
2003 World Cup
2003 World Ice Hockey Championships
2003 World Junior Championships
2003–04 Southern Hemisphere tropical cyclone season
2004 Academy Awards
2004 college football season
2004 Continental Championships
2004 Emmy Awards
2004 hurricane season
2004 NCAA football bowl games
2004 Peach Bowl
2004 presidential election
2004 U.S. Open
2004 World Championships
2004 World Cup
2004 World Ice Hockey Championships
2004 World Junior Championships
2004–05 Southern Hemisphere tropical cyclone season
2005 Academy Awards
2005 Australian Riots
2005 college football season
2005 Continental Championships
2005 Division Series
2005 Emmy Awards
2005 European Youth Olympic Festival
2005 general election
2005 hurricane season
2005 Iran earthquake
2005 Iraqi elections
2005 NCAA football bowl games
2005 U.S. Open
2005 Universiade
2005 World Championships
2005 World Cup
2005 World Ice Hockey Championships
2005 World Junior Championships
2005–06 Southern Hemisphere tropical cyclone season
2006 Academy Awards
2006 Champions Trophy
2006 China Open
2006 college football season
2006 Continental Championships
2006 Division Series
2006 Emmy Awards
2006 European Artistic Gymnastics Championships
2006 Finals Series
2006 floods
2006 heat wave
2006 hurricane season
2006 Java earthquake
2006 Lagos pipeline explosion
2006 NCAA football bowl games
2006 U.S. Open
2006 World Championships
2006 World Cup (disambiguation)
2006 World Ice Hockey Championships
2006 World Junior Championships
2006–07 Southern Hemisphere tropical cyclone season
2007 Academy Awards
2007 Algiers bombings
2007 Chile earthquake
2007 China Open
2007 college football season
2007 Continental Championships
2007 Emmy Awards
2007 European Youth Olympic Festival
2007 FA Cup
2007 Finals Series
2007 floods
2007 German Open
2007 Grand Prix Final
2007 heat wave
2007 hurricane season
2007 Hyderabad bombings
2007 in cycle racing
2007 in cyclo-cross
2007 Independent Spirit Awards
2007 Kuala Lumpur rally
2007 NCAA football bowl games
2007 NCAA Tournament
2007 Sumatra earthquakes
2007 U.S. Open
2007 Universiade
2007 World Championships
2007 World Cup
2007 World Ice Hockey Championships
2007 World Junior Championships
2007 World Speed Skating Championships
2007–08 Southern Hemisphere tropical cyclone season
2007–08 in Kenyan football
2008 Academy Awards
2008 China Open
2008 college football season
2008 Continental Championships
2008 Draft
2008 Emmy Awards
2008 European Artistic Gymnastics Championships
2008 floods
2008 Gaza Strip bombings
2008 hurricane season
2008 in cycle racing
2008 Independent Spirit Awards
2008 ISSF World Cup Final
2008 NCAA football bowl games
2008 Peshawar bombing
2008 presidential election
2008 primaries
2008 Red Wings season
2008 Summer Tour
2008 U.S. Open
2008 United States election (disambiguation)
2008 United States presidential candidates
2008 World Championships
2008 World Cup
2008 World Ice Hockey Championships
2008 World Junior Championships
2008–09 Southern Hemisphere tropical cyclone season
2008–09 in Kenyan football
2009 Academy Awards
2009 Australian heat wave
2009 Big East Tournament
2009 Champions Trophy
2009 China Open
2009 college football season
2009 Continental Championships
2009 Emmy Awards
2009 European Youth Olympic Festival
2009 flu pandemic in Eurasia
2009 Ilyushin Il-76 crash
2009 in cycle racing
2009 Independent Spirit Awards
2009 Indonesia earthquake
2009 LA Tennis Open USTA Men's Challenger
2009 NCAA football bowl games
2009 Nordic Trophy
2009 Northern Hemisphere tropical cyclone season
2009 Oakland Riots
2009 Trofeo Cassa di Risparmio
2009 U.S. Open
2009 Universiade
2009 W-League
2009 Washington Metro train collision
2009 Washington Shootings
2009 World Championships
2009 World Cup
2009 World Ice Hockey Championships
2009 World Junior Championships
2009 World University Games
2009–10 Southern Hemisphere tropical cyclone season
2009–10 in Kenyan football
2009–10 Louisville Cardinals basketball team
200s
200s BC
200th
200th Street
201 Squadron
2010 (disambiguation)
2010 Abuja attacks
2010 Academy Awards
2010 Alamo Bowl
2010 Australian floods
2010 census
2010 China Open
2010 college football season
2010 Continental Championships
2010 draft
2010 Emmy Awards
2010 European Artistic Gymnastics Championships
2010 general election
2010 Haiti earthquake conspiracy theories
2010 Hockey World Cup
2010 Independent Spirit Awards
2010 Indonesia earthquake
2010 Karachi plane crash
2010 Kobalt Tools 500
2010 Liberty Bowl
2010 Masters
2010 mining disasters
2010 NCAA football bowl games
2010 Northern Hemisphere tropical cyclone season
2010 oil spill
2010 Olympics torch relay
2010 Rio de Janeiro floods
2010 student protests
2010 Sumatra earthquake
2010 Trofeo Cassa di Risparmio
2010 U.S. Open
2010 United Kingdom Budget
2010 WCC
2010 World Championships
2010 World Cup (disambiguation)
2010 World Ice Hockey Championships
2010 World Junior Championships
2010 World Open
2010–11 Southern Hemisphere tropical cyclone season
2010–11 in Kenyan football
2011 Academy Awards
2011 Baltimore Grand Prix
2011 BDO Canadian Open of Curling
2011 blackout
2011 census
2011 China Open
2011 college football season
2011 DEKALB Superspiel
2011 Draft
2011 Emmy Awards
2011 European Youth Olympic Festival
2011 FIFA World Cup
2011 Independent Spirit Awards
